id,name,brand,short_description,description,images,price,discount,rating,stock,created_at,updated_at,store_id,store_name,store_description,store_image,store_address,store_owner,store_phoneNumber,store_opens_at,store_closes_at,store_rating,store_created_at,store_updated_at
50,Recycled Cotton Hat,Johnson LLC,Nam necessitatibus cupiditate ipsum.,Dolorum quibusdam magnam expedita quis voluptatem aliquid. Dignissimos corrupti ex ea debitis. Quam harum placeat occaecati.,"https://picsum.photos/seed/East/800/800,https://picsum.photos/seed/Sedan/800/800,https://picsum.photos/seed/West/800/800,https://picsum.photos/seed/Fantastic/800/800,https://picsum.photos/seed/Awesome/800/800",38,0,3,79,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),8,Gutmann and Sons,Minus omnis labore corporis nulla. Consequuntur iste possimus et eos modi facilis illo. Adipisci explicabo quisquam at. Repudiandae itaque minima quos. Tempore ut suscipit tenetur velit.,https://picsum.photos/seed/hub/800/800,,,409.828.7763 x178,8611,37339,0,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
51,Refined Steel Towels,"Kertzmann, Hodkiewicz and Cruickshank",Ut quibusdam veniam minus commodi dignissimos ex dicta.,Vero facere ad ea modi nisi veniam similique voluptatibus consequuntur. Vitae voluptatum dolor consequuntur ab voluptatibus non. Facere sit tenetur eveniet provident praesentium quam rerum ipsam atque. Modi asperiores dolor. Culpa corporis odio.,"https://picsum.photos/seed/Peso/800/800,https://picsum.photos/seed/North/800/800,https://picsum.photos/seed/blue/800/800,https://picsum.photos/seed/East/800/800,https://picsum.photos/seed/tan/800/800",82,0,0,31,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),8,Gutmann and Sons,Minus omnis labore corporis nulla. Consequuntur iste possimus et eos modi facilis illo. Adipisci explicabo quisquam at. Repudiandae itaque minima quos. Tempore ut suscipit tenetur velit.,https://picsum.photos/seed/hub/800/800,,,409.828.7763 x178,8611,37339,0,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
52,Recycled Fresh Gloves,Hartmann - Howe,Animi et odit dolorum impedit rerum cum voluptates nihil perferendis.,Aperiam voluptates totam non laboriosam quis cupiditate iusto. Totam delectus voluptas eaque autem rerum perferendis. In iste tenetur adipisci cumque. Voluptatum nostrum amet. Rerum reprehenderit dolores.,"https://picsum.photos/seed/almost/800/800,https://picsum.photos/seed/Electric/800/800,https://picsum.photos/seed/farad/800/800,https://picsum.photos/seed/healthily/800/800,https://picsum.photos/seed/methodical/800/800",84,0,3,66,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),9,Jaskolski and Sons,Optio at quibusdam ab aliquid at. Odit tempora fuga. Reprehenderit ipsam exercitationem suscipit debitis repudiandae. Blanditiis ducimus ad facilis sed aut impedit.,https://picsum.photos/seed/Hatchback/800/800,,,(202) 468-6370,80493,83495,6,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
53,Tasty Soft Sausages,"Murray, Mueller and Auer",Explicabo doloribus libero doloremque eaque omnis ullam.,Tempore beatae facere quasi suscipit veniam quis. Expedita sapiente velit repellendus velit dolorem aliquid sint neque labore. Vel architecto dolor laboriosam et ratione molestiae hic eum consequatur. Impedit eum nisi eligendi veritatis reprehenderit velit vero eos iusto. Dolorem consequatur commodi sequi molestias quis perferendis voluptatibus.,"https://picsum.photos/seed/Account/800/800,https://picsum.photos/seed/Account/800/800,https://picsum.photos/seed/moratorium/800/800,https://picsum.photos/seed/incubate/800/800,https://picsum.photos/seed/vortals/800/800",44,64,3,66,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),9,Jaskolski and Sons,Optio at quibusdam ab aliquid at. Odit tempora fuga. Reprehenderit ipsam exercitationem suscipit debitis repudiandae. Blanditiis ducimus ad facilis sed aut impedit.,https://picsum.photos/seed/Hatchback/800/800,,,(202) 468-6370,80493,83495,6,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
54,Elegant Steel Cheese,"Windler, O'Conner and Mohr",Laboriosam nostrum architecto sapiente cumque illum dolore ab suscipit.,Fugit quaerat molestias ipsam nesciunt atque sequi quia. Rerum necessitatibus laborum sint eveniet. Ex ullam adipisci est. Distinctio ex impedit esse consequatur voluptatibus harum tempore esse doloremque. Neque possimus mollitia corrupti deleniti optio dolorum. Reiciendis voluptas saepe recusandae laboriosam et voluptatem atque natus.,"https://picsum.photos/seed/Europium/800/800,https://picsum.photos/seed/Cotton/800/800,https://picsum.photos/seed/Genderqueer/800/800,https://picsum.photos/seed/orange/800/800,https://picsum.photos/seed/Maine/800/800",22,0,3,51,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),9,Jaskolski and Sons,Optio at quibusdam ab aliquid at. Odit tempora fuga. Reprehenderit ipsam exercitationem suscipit debitis repudiandae. Blanditiis ducimus ad facilis sed aut impedit.,https://picsum.photos/seed/Hatchback/800/800,,,(202) 468-6370,80493,83495,6,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
55,Bespoke Frozen Chicken,Funk Inc,Soluta accusamus voluptatum facere quaerat perspiciatis.,Sequi cum ratione ducimus. Cupiditate quas vitae quo consectetur voluptas sit nobis dignissimos. Doloribus pariatur sequi assumenda nemo laborum maiores totam veritatis.,"https://picsum.photos/seed/compress/800/800,https://picsum.photos/seed/Cleveland/800/800,https://picsum.photos/seed/synthesizing/800/800,https://picsum.photos/seed/manifestation/800/800,https://picsum.photos/seed/Savings/800/800",10,0,3,88,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),9,Jaskolski and Sons,Optio at quibusdam ab aliquid at. Odit tempora fuga. Reprehenderit ipsam exercitationem suscipit debitis repudiandae. Blanditiis ducimus ad facilis sed aut impedit.,https://picsum.photos/seed/Hatchback/800/800,,,(202) 468-6370,80493,83495,6,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
56,Refined Cotton Ball,Hackett and Sons,Ullam labore suscipit.,Nihil dolores earum necessitatibus totam ad. Mollitia ex quo natus numquam maxime. Officiis nostrum animi molestias. Dolorem tenetur doloremque totam tenetur. A architecto id optio dolorem aliquam libero occaecati ea.,"https://picsum.photos/seed/Franc/800/800,https://picsum.photos/seed/whiteboard/800/800,https://picsum.photos/seed/welch/800/800,https://picsum.photos/seed/connecting/800/800,https://picsum.photos/seed/Livermorium/800/800",16,74,3,86,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),9,Jaskolski and Sons,Optio at quibusdam ab aliquid at. Odit tempora fuga. Reprehenderit ipsam exercitationem suscipit debitis repudiandae. Blanditiis ducimus ad facilis sed aut impedit.,https://picsum.photos/seed/Hatchback/800/800,,,(202) 468-6370,80493,83495,6,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
57,Incredible Metal Towels,Schinner - White,Iusto sint quo natus est debitis.,Laudantium explicabo voluptatibus minima. Commodi et illo magni dignissimos. Tempore vero labore laboriosam quis aut reiciendis iusto odit.,"https://picsum.photos/seed/radian/800/800,https://picsum.photos/seed/Washington/800/800,https://picsum.photos/seed/Fort/800/800,https://picsum.photos/seed/Industrial/800/800,https://picsum.photos/seed/wisecrack/800/800",82,0,0,57,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),10,Hansen and Sons,Ipsa quidem temporibus aliquid aliquam molestias cum. Velit exercitationem autem nam nam saepe. Exercitationem aspernatur recusandae expedita. Itaque ullam magnam. Magnam dolor assumenda hic sequi hic similique ipsa. Necessitatibus labore hic odit laborum eius.,https://picsum.photos/seed/embrace/800/800,,,677-680-8271 x41061,61759,84776,3,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
58,Unbranded Granite Gloves,Schmidt LLC,Laboriosam voluptatum repellat fugiat veritatis accusamus harum voluptate illo.,Ipsam temporibus ad accusantium incidunt odio earum. Illum architecto rerum quo atque. Commodi nesciunt unde deserunt error. Earum soluta in. Perferendis consequatur omnis aliquam iure impedit aspernatur.,"https://picsum.photos/seed/Northeast/800/800,https://picsum.photos/seed/Martin/800/800,https://picsum.photos/seed/Manager/800/800,https://picsum.photos/seed/North/800/800,https://picsum.photos/seed/modify/800/800",30,0,3,24,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),10,Hansen and Sons,Ipsa quidem temporibus aliquid aliquam molestias cum. Velit exercitationem autem nam nam saepe. Exercitationem aspernatur recusandae expedita. Itaque ullam magnam. Magnam dolor assumenda hic sequi hic similique ipsa. Necessitatibus labore hic odit laborum eius.,https://picsum.photos/seed/embrace/800/800,,,677-680-8271 x41061,61759,84776,3,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
59,Elegant Soft Shoes,Wuckert Group,Esse eum harum doloremque incidunt veritatis odio.,Esse temporibus debitis illo aliquam quaerat dolore. Recusandae atque sit deleniti adipisci. Amet iste accusamus. Dignissimos eaque consectetur laborum. Fugiat corporis aut culpa. Nulla veritatis possimus magnam.,"https://picsum.photos/seed/Metal/800/800,https://picsum.photos/seed/Infrastructure/800/800,https://picsum.photos/seed/attitude/800/800,https://picsum.photos/seed/ipsum/800/800,https://picsum.photos/seed/Soft/800/800",20,0,0,37,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),10,Hansen and Sons,Ipsa quidem temporibus aliquid aliquam molestias cum. Velit exercitationem autem nam nam saepe. Exercitationem aspernatur recusandae expedita. Itaque ullam magnam. Magnam dolor assumenda hic sequi hic similique ipsa. Necessitatibus labore hic odit laborum eius.,https://picsum.photos/seed/embrace/800/800,,,677-680-8271 x41061,61759,84776,3,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
60,Practical Frozen Computer,Quitzon - Schmidt,Iusto minima rem nihil necessitatibus libero.,Beatae vel libero ullam deserunt omnis temporibus sunt doloribus. Exercitationem voluptas tempore. Veritatis quae aliquam ea aperiam similique impedit autem. Vel quod exercitationem sint quidem facilis. Est blanditiis harum explicabo saepe esse inventore perspiciatis enim.,"https://picsum.photos/seed/Luz/800/800,https://picsum.photos/seed/Wisconsin/800/800,https://picsum.photos/seed/Road/800/800,https://picsum.photos/seed/transmitting/800/800,https://picsum.photos/seed/Hybrid/800/800",10,18,0,63,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),10,Hansen and Sons,Ipsa quidem temporibus aliquid aliquam molestias cum. Velit exercitationem autem nam nam saepe. Exercitationem aspernatur recusandae expedita. Itaque ullam magnam. Magnam dolor assumenda hic sequi hic similique ipsa. Necessitatibus labore hic odit laborum eius.,https://picsum.photos/seed/embrace/800/800,,,677-680-8271 x41061,61759,84776,3,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
61,Tasty Plastic Salad,Trantow - Pollich,Expedita ipsa et nobis suscipit molestias magnam ipsum corrupti.,Quo exercitationem soluta perferendis magni. Itaque cupiditate voluptates doloremque dolores nihil. Voluptates dicta dolorum eligendi magni cupiditate blanditiis repellendus maxime. Iusto doloremque commodi id.,"https://picsum.photos/seed/blue/800/800,https://picsum.photos/seed/white/800/800,https://picsum.photos/seed/Cambridgeshire/800/800,https://picsum.photos/seed/gosh/800/800,https://picsum.photos/seed/Bacon/800/800",28,0,3,68,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),10,Hansen and Sons,Ipsa quidem temporibus aliquid aliquam molestias cum. Velit exercitationem autem nam nam saepe. Exercitationem aspernatur recusandae expedita. Itaque ullam magnam. Magnam dolor assumenda hic sequi hic similique ipsa. Necessitatibus labore hic odit laborum eius.,https://picsum.photos/seed/embrace/800/800,,,677-680-8271 x41061,61759,84776,3,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
62,Generic Metal Ball,Howell - Zemlak,Adipisci quae sequi voluptatum ut veritatis magnam delectus.,Iure ad nihil tempore ut. Sint voluptatum asperiores voluptate commodi. Totam corporis voluptas est sequi esse assumenda aliquam.,"https://picsum.photos/seed/Latin/800/800,https://picsum.photos/seed/bypass/800/800,https://picsum.photos/seed/maroon/800/800,https://picsum.photos/seed/Androgynous/800/800,https://picsum.photos/seed/Lindgren/800/800",12,0,6,89,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),10,Hansen and Sons,Ipsa quidem temporibus aliquid aliquam molestias cum. Velit exercitationem autem nam nam saepe. Exercitationem aspernatur recusandae expedita. Itaque ullam magnam. Magnam dolor assumenda hic sequi hic similique ipsa. Necessitatibus labore hic odit laborum eius.,https://picsum.photos/seed/embrace/800/800,,,677-680-8271 x41061,61759,84776,3,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
63,Fantastic Rubber Hat,"Thompson, Lesch and Ondricka",Blanditiis magnam id laboriosam molestiae incidunt cumque corporis sapiente dolor.,Placeat in blanditiis odit dignissimos incidunt. Neque quas ut voluptatum error neque adipisci. Quod ad optio mollitia maxime vero totam cumque nesciunt soluta.,"https://picsum.photos/seed/Southwest/800/800,https://picsum.photos/seed/deposit/800/800,https://picsum.photos/seed/Coupe/800/800,https://picsum.photos/seed/Diesel/800/800,https://picsum.photos/seed/mileage/800/800",16,80,3,54,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),10,Hansen and Sons,Ipsa quidem temporibus aliquid aliquam molestias cum. Velit exercitationem autem nam nam saepe. Exercitationem aspernatur recusandae expedita. Itaque ullam magnam. Magnam dolor assumenda hic sequi hic similique ipsa. Necessitatibus labore hic odit laborum eius.,https://picsum.photos/seed/embrace/800/800,,,677-680-8271 x41061,61759,84776,3,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
64,Rustic Plastic Chair,Medhurst LLC,Rem excepturi nihil libero suscipit qui magnam tenetur.,Consequuntur iusto delectus ut. Pariatur distinctio minus ipsum. Ut at fugiat soluta incidunt iure quae odit. Assumenda ratione libero. Laboriosam ab qui minus.,"https://picsum.photos/seed/pro/800/800,https://picsum.photos/seed/female/800/800,https://picsum.photos/seed/Handmade/800/800,https://picsum.photos/seed/Product/800/800,https://picsum.photos/seed/Web/800/800",32,0,6,54,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),10,Hansen and Sons,Ipsa quidem temporibus aliquid aliquam molestias cum. Velit exercitationem autem nam nam saepe. Exercitationem aspernatur recusandae expedita. Itaque ullam magnam. Magnam dolor assumenda hic sequi hic similique ipsa. Necessitatibus labore hic odit laborum eius.,https://picsum.photos/seed/embrace/800/800,,,677-680-8271 x41061,61759,84776,3,Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time),Sat Jan 07 2023 20:13:17 GMT+0100 (Central European Standard Time)
